source,target,value
Batch time-series data,S content,2
Batch time-series data,Ti content,1
Batch time-series data,C content,1
Batch time-series data,V content,1
Batch time-series data,Cr content,1
Batch time-series data,Mn content,1
Batch time-series data,Fe content,1
Batch time-series data,MnO content,1
Batch time-series data,R3/Ternary basicity,1
Batch time-series data,R4/Quaternary basicity,1
Batch time-series data,Ls (Sulfur partition coefficient),1
Continuous time-series data,Pressure of 1# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 2# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 3# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 4# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 5# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 6# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 7# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 8# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 9# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 10# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 11# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 12# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 13# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 14# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 15# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 16# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 17# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 18# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 19# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 20# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 21# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 22# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 23# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 24# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 25# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 26# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 27# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 28# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 29# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 30# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 31# pulverized coal injection pipe,1
Continuous time-series data,Pressure of 32# pulverized coal injection pipe,1
Continuous time-series data,Pressure of outlet about injection tank,1
Continuous time-series data,Pressure of main injection pipe,1
Continuous time-series data,Pressure of distributor - 1,1
Continuous time-series data,Pressure of distributor - 2,1
Continuous time-series data,Weight of pulverized coal of 1# injection tank,1
Continuous time-series data,Weight of pulverized coal of 2# injection tank,1
Continuous time-series data,Weight of pulverized coal of 3# injection tank,1
Discrete time-series data,Hourly volume of pulverized coal injection,1
Discrete time-series data,Flow rate of secondary supplemental air about pulverized coal injection,1
Controllable data,Weight setpoint value of hourly volume of pulverized coal injection,1
Continuous time-series data,CO content,1
Continuous time-series data,CH4 content,1
Continuous time-series data,H2 content,1
Continuous time-series data,CO2 content,1
Continuous time-series data,N2 content,1
Continuous time-series data,Gas utilization rate,1
Continuous time-series data,Stockline level,1
Continuous time-series data,Temperature of upper seal seat ring,1
Continuous time-series data,Temperature of lower seal seat ring,1
Continuous time-series data,Liquid level of oil tank in hydraulic station,1
Continuous time-series data,Temperature of oil tank in hydraulic station,1
Continuous time-series data,Temperature of secondary equalizing pressure about nitrogen,1
Continuous time-series data,Temperature of furnace top steam,2
Continuous time-series data,Weighing net weight,1
Continuous time-series data,Pressure of secondary equalizing pressure about nitrogen,1
Continuous time-series data,Pressure of hoisting bucket,1
Continuous time-series data,Pressure of 1# valve box,1
Continuous time-series data,Pressure of 2# valve box,1
Continuous time-series data,Differential pressure of valve box,1
Continuous time-series data,Pressure of main helium pipe,1
Continuous time-series data,Pressure of furnace top steam,2
Continuous time-series data,Flow rate secondary equalizing pressure about nitrogen,1
Continuous time-series data,Pressure of 1# hoisting bucket,1
Continuous time-series data,Pressure of 2# hoisting bucket,1
Continuous time-series data,Pressure of furnace top,4
Continuous time-series data,Flow rate of nitrogen to gas-tight box,2
Continuous time-series data,Flow rate of nitrogen to lower seal box,1
Continuous time-series data,Pressure of nitrogen to gas-tight box,2
Continuous time-series data,Pressure of nitrogen pipe about lower valve box,1
Continuous time-series data,Temperature of nitrogen to lower seal box,1
Discrete time-series data,Daily total batch count of coke,1
Discrete time-series data,Daily total batch count of ore,1
Discrete time-series data,Upper limit value of stockline height,1
Discrete time-series data,Lower limit value of stockline height,1
Continuous time-series data,Opening of flow control valve for secondary equalizing pressure,1
Continuous time-series data,Opening of pressure control valve for steam,1
Binary status data,Enable mode for main pump local control,1
Binary status data,Enable mode for valve remote control,1
Binary status data,Ultimate lower limit value of oil level,1
Binary status data,Lower limit value of oil level,1
Binary status data,Upper limit value of oil level,1
Binary status data,1# circulation oil filter clogged,1
Binary status data,2# circulation oil filter clogged,1
Binary status data,Ultimate upper limit value of oil temperature,1
Binary status data,Upper limit value of oil temperature,1
Binary status data,Lower limit value of oil temperature,1
Binary status data,Ultimate lower limit value of oil temperature,1
Binary status data,Fault of hydraulic station,1
Binary status data,Pump stop due to low level,1
Binary status data,Pump stop due to high temperature,1
Binary status data,Pump stop due to low temperature,1
Binary status data,Pump stop due to high pressure,1
Binary status data,Pump stop due to low pressure,1
Binary status data,Low pressure of furnace top accumulator,1
Binary status data,Low pressure of furnace top nitrogen,1
Binary status data,Low pressure of blow-off valve accumulator,1
Binary status data,Low nitrogen pressure A of blow-off valve,1
Binary status data,Low nitrogen pressure B of blow-off valve,1
Binary status data,Fault of 1# motor,1
Binary status data,Fault of 2# motor,1
Binary status data,Ultimate upper limit value of system pressure,1
Continuous time-series data,Pressure of accumulator,1
Continuous time-series data,Pressure of nitrogen,1
Continuous time-series data,Pressure of blow-off valve accumulator,1
Continuous time-series data,Nitrogen pressure of 1# blow-off valve,1
Continuous time-series data,Nitrogen pressure of 2# blow-off valve,1
Continuous time-series data,System pressure of hydraulic station,1
Continuous time-series data,Current of 1# motor,1
Continuous time-series data,Current of 2# motor,1
Continuous time-series data,Current of motor of circulation pump,1
Continuous time-series data,Liquid level of hydraulic station oil tank,1
Continuous time-series data,Temperature of hydraulic station oil tank,1
Binary status data,Fault of 1# oil pump,1
Binary status data,Fault of 2# oil pump,1
Binary status data,Fault of circulation pump,1
Binary status data,Upper Limit value of pressure of hydraulic station,1
Binary status data,Lower Limit value of pressure of hydraulic station,1
Binary status data,Upper Limit value of temperature of hydraulic station,1
Binary status data,Lower Limit value of temperature of hydraulic station,1
Binary status data,Lower Limit value of liquid level of hydraulic station,1
Binary status data,Ultimate lower limit value of liquid level of hydraulic station,1
Binary status data,Alarm for differential pressure of filter,1
Binary status data,Alarm for power failure,1
Controllable data,Running of 1# oil pump,1
Controllable data,Running of 2# oil pump,1
Controllable data,Running of circulation pump,1
Controllable data,Running of heater,1
Continuous time-series data,System pressure,1
Continuous time-series data,System liquid level,1
Continuous time-series data,System temperature,1
Constraint data,Lower limit setpoint value of pressure,1
Constraint data,Upper limit setpoint value of pressure,1
Constraint data,Lower limit setpoint value of temperature,1
Constraint data,Upper limit setpoint value of temperature,1
Constraint data,Upper limit setpoint value of liquid level,1
Constraint data,Lower limit setpoint value of liquid level,1
Continuous time-series data,Temperature of riser conduit (Southeast),1
Continuous time-series data,Temperature of riser conduit (Southwest),1
Continuous time-series data,Temperature of riser conduit (Northwest),1
Continuous time-series data,Temperature of riser conduit (Northeast),1
Continuous time-series data,Mean temperature of furnace top,1
Binary status data,Fault of 1# pump,1
Binary status data,Fault of 2# pump,1
Binary status data,Fault of make-up water pump,1
Binary status data,Emergency stop of ESD,1
Binary status data,Switch closing of normal power,1
Binary status data,Switch closing of standby power,1
Binary status data,Auto mode of 1# make-up water shut-off valve,1
Binary status data,Auto mode of 2# make-up water shut-off valve,1
Binary status data,Auto mode of 3# drain ditch shut-off valve,1
Binary status data,Manual mode of 1# make-up water shut-off valve,1
Binary status data,Manual mode of 2# make-up water shut-off valve,1
Binary status data,Manual mode of 3# drain ditch shut-off valve,1
Binary status data,Alarm for 1# low liquid level,1
Binary status data,Alarm for 2# low liquid level,1
Binary status data,Switch of flow,1
Continuous time-series data,Temperature of nitrogen to gas-tight box,1
Continuous time-series data,Temperature of water about gearbox outlet,1
Continuous time-series data,Temperature of heater inlet,1
Continuous time-series data,Temperature of 1# gas-tight box,2
Continuous time-series data,Temperature of 2# gas-tight box,2
Continuous time-series data,Temperature of 3# gas-tight box,2
Continuous time-series data,Pressure of gas-tight box,1
Continuous time-series data,Flow rate of return water about soft water-cooling plate,1
Continuous time-series data,Flow rate of soft water to gas-tight box,1
Continuous time-series data,Temperature of water about gearbox inlet,1
Continuous time-series data,pH value of circulation water,1
Continuous time-series data,Flow rate of soft water make-up,1
Continuous time-series data,Flow rate of return industrial cooling water,1
Discrete time-series data,Daily total flow rate of soft water cooling,1
Discrete time-series data,Monthly total flow rate of soft water cooling,1
Discrete time-series data,Daily total auto water injection count by make-up shut-off valve,1
Discrete time-series data,Daily total manual water injection count by make-up shut-off valve,1
Continuous time-series data,Center temperature-A0,1
Continuous time-series data,1# Southeast temperature,1
Continuous time-series data,2# Southeast temperature,1
Continuous time-series data,3# Southeast temperature,1
Continuous time-series data,4# Southeast temperature,1
Continuous time-series data,5# Southeast temperature,1
Continuous time-series data,6# Southeast temperature,1
Continuous time-series data,7# Southeast temperature,1
Continuous time-series data,1# Southwest temperature,1
Continuous time-series data,2# Southwest temperature,1
Continuous time-series data,3# Southwest temperature,1
Continuous time-series data,4# Southwest temperature,1
Continuous time-series data,5# Southwest temperature,1
Continuous time-series data,6# Southwest temperature,1
Continuous time-series data,7# Southwest temperature,1
Continuous time-series data,1# Northwest temperature,1
Continuous time-series data,2# Northwest temperature,1
Continuous time-series data,3# Northwest temperature,1
Continuous time-series data,4# Northwest temperature,1
Continuous time-series data,5# Northwest temperature,1
Continuous time-series data,6# Northwest temperature,1
Continuous time-series data,7# Northwest temperature,1
Continuous time-series data,1# Northeast temperature,1
Continuous time-series data,2# Northeast temperature,1
Continuous time-series data,3# Northeast temperature,1
Continuous time-series data,4# Northeast temperature,1
Continuous time-series data,5# Northeast temperature,1
Continuous time-series data,6# Northeast temperature,1
Continuous time-series data,7# Northeast temperature,1
Continuous time-series data,Southeast pressure,1
Continuous time-series data,Southwest pressure,1
Continuous time-series data,Northwest pressure,1
Continuous time-series data,Northeast pressure,1
Discrete time-series data,Opening of remote-control valve,1
Discrete time-series data,Opening of range valve,1
Discrete time-series data,Opening of automatic valve,1
Discrete time-series data,Opening of quick-opening valve,1
Discrete time-series data,Opening of stator vane,1
Controllable data,Mode of remote-control valve,1
Controllable data,Mode of range valve,1
Controllable data,Mode of automatic valve,1
Controllable data,Mode of quick-opening valve,1
Controllable data,Mode of timed back-blowing,1
Controllable data,Mode of differential pressure back-blowing,1
Controllable data,Mode of manual back-blowing,1
Controllable data,Mode emergency manual,1
Controllable data,Mode of system idle,1
Binary status data,Start of 1# blow-off pipe,1
Binary status data,Start of 2# blow-off pipe,1
Binary status data,Start of 3# blow-off pipe,1
Binary status data,Dedusting valve of furnace top,1
Binary status data,Start of 250 blow-off pipe,1
Binary status data,Start of 400 blow-off pipe,1
Binary status data,Shut-off valve,1
Binary status data,Running of vibrator,1
Binary status data,Normal current status of pneumatic valve,1
Binary status data,Normal status of 1# star valve,1
Binary status data,Normal status of 2# star valve,1
Binary status data,Normal status of 1# pneumatic dome valve,1
Binary status data,Normal status of 2# pneumatic dome valve,1
Binary status data,Normal status of 1# pneumatic damper valve,1
Binary status data,Normal status of 2# pneumatic damper valve,1
Continuous time-series data,Low temperature of lower cone ash level at north side,1
Continuous time-series data,Low temperature of lower cone ash level at south side,1
Continuous time-series data,High temperature of lower cone ash level at north side,1
Continuous time-series data,High temperature of lower cone ash level at south side,1
Discrete time-series data,Upper limit value of pressure when opening blow-off value,1
Continuous time-series data,Flow rate of water injection,1
Discrete time-series data,Flow of accumulated total single water injection,1
Discrete time-series data,Time of accumulated total single water injection,1
Discrete time-series data,Accumulated value of daily flow,1
Binary status data,Summer,1
Binary status data,Winter,1
Binary status data,Start of 1# nitrogen valve,1
Binary status data,Start of 2# nitrogen valve,1
Binary status data,Start of 1# drain valve,1
Binary status data,Start of 1# inner ring valve,1
Binary status data,Start of 2# inner ring valve,1
Binary status data,Start of main water injection valve,1
Continuous time-series data,Flow rate of main water injection pipe,1
Continuous time-series data,Temperature of main water injection pipe,1
Continuous time-series data,Pressure of main water injection pipe,1
Binary status data,Start of inner ring,1
Binary status data,Start of outer ring,1
Discrete time-series data,Leak detection value of main water injection pipe,1
Discrete time-series data,Automatic draining time of drain water valve,1
Constraint data,Single ring setpoint value of water injection for furnace top temperature,1
Constraint data,Dual ring setpoint value of water injection for furnace top temperature,1
Constraint data,Setpoint value of Stopping Water Injection,1
Constraint data,Alarm setpoint value of water injection time,1
Continuous time-series data,Differential pressure of blast furnace upper section,1
Continuous time-series data,Differential pressure of blast furnace upper-middle section,1
Continuous time-series data,Differential pressure of blast furnace middle section,1
Continuous time-series data,Differential pressure of blast furnace lower section,1
Continuous time-series data,Whole furnace differential pressure of blast furnace,2
Continuous time-series data,1# Static pressure of section 11,1
Continuous time-series data,2# Static pressure of section 11,1
Continuous time-series data,3# Static pressure of section 11,1
Continuous time-series data,4# Static pressure of section 11,1
Continuous time-series data,Static pressure-Average of section 11,1
Continuous time-series data,1# Static pressure of section 13,1
Continuous time-series data,2# Static pressure of section 13,1
Continuous time-series data,3# Static pressure of section 13,1
Continuous time-series data,4# Static pressure of section 13,1
Continuous time-series data,Static pressure-Average of section 13,1
Continuous time-series data,1# Static pressure of section 15,1
Continuous time-series data,2# Static pressure of section 15,1
Continuous time-series data,3# Static pressure of section 15,1
Continuous time-series data,4# Static pressure of section 15,1
Continuous time-series data,Static pressure-Average of section 15,1
Discrete time-series data,Theoretical consumption of sinter,1
Discrete time-series data,Theoretical consumption of basic pellet,1
Discrete time-series data,Theoretical consumption of acidic pellet,1
Discrete time-series data,Theoretical consumption of lump ore,1
Discrete time-series data,Theoretical consumption of hot-pressed lump ore,1
Discrete time-series data,Ore consumption per ton iron,1
Discrete time-series data,Theoretical consumption of coke,1
Discrete time-series data,Theoretical consumption of nut coke,1
Discrete time-series data,Actual consumption of sinter,1
Discrete time-series data,Actual consumption of basic pellet,1
Discrete time-series data,Actual consumption of acidic pellet,1
Discrete time-series data,Actual consumption of lump ore,1
Discrete time-series data,Actual consumption of hot-pressed lump ore,1
Discrete time-series data,Actual ore consumption per ton iron,1
Discrete time-series data,Actual consumption of coke,1
Discrete time-series data,Actual consumption of nut coke,1
Discrete time-series data,Internal control rate,1
Discrete time-series data,Smelting intensity,1
Discrete time-series data,Count of batch,1
Discrete time-series data,Batch weight of coke,1
Discrete time-series data,Batch weight of ore,1
Discrete time-series data,Proportion of sinter,1
Discrete time-series data,Proportion of acidic pellet,1
Discrete time-series data,Proportion of PB lump ore,1
Discrete time-series data,Proportion of hot-pressed lump ore,1
Discrete time-series data,Proportion of stockpile,1
Discrete time-series data,Smelting cycle,1
Discrete time-series data,Theoretical content of CaO,1
Discrete time-series data,Theoretical content of Si,1
Discrete time-series data,Theoretical value of R2/Basicity,1
Discrete time-series data,Theoretical value of S load,1
Discrete time-series data,Theoretical value of coke ratio,1
Discrete time-series data,Theoretical value of lump coke ratio,1
Discrete time-series data,Theoretical content of nut coke,1
Discrete time-series data,Theoretical value of small coke ratio,1
Discrete time-series data,Theoretical value of coke load,1
Discrete time-series data,Theoretical value of yield of hot metal per batch,1
Discrete time-series data,Theoretical value of slag-to-iron ratio,1
Discrete time-series data,Hourly count of batch,1
Discrete time-series data,Daily average value of cold air flow,1
Discrete time-series data,Daily average value of hot blast pressure,1
Discrete time-series data,Daily average value of whole furnace differential pressure,1
Discrete time-series data,Daily average value of permeability index,1
Discrete time-series data,Daily average value of oxygen-enriched volume,1
Discrete time-series data,Daily average value of hot blast temperature,1
Discrete time-series data,Daily average value of bag temperature,1
Discrete time-series data,Daily average value of temperature of furnace top,1
Discrete time-series data,Daily average value of whole furnace temperature difference,1
Discrete time-series data,Daily average value of Hourly volume of pulverized coal injection,1
Discrete time-series data,Daily average value of coal ratio,1
Discrete time-series data,Daily average value of fuel ratio,1
Discrete time-series data,Daily average value of H2 content,1
Discrete time-series data,Daily average value of gas utilization rate,1
Discrete time-series data,1# Tuyere diameter,1
Discrete time-series data,2# Tuyere diameter,1
Discrete time-series data,3# Tuyere diameter,1
Discrete time-series data,4# Tuyere diameter,1
Discrete time-series data,5# Tuyere diameter,1
Discrete time-series data,6# Tuyere diameter,1
Discrete time-series data,7# Tuyere diameter,1
Discrete time-series data,8# Tuyere diameter,1
Discrete time-series data,9# Tuyere diameter,1
Discrete time-series data,10# Tuyere diameter,1
Discrete time-series data,11# Tuyere diameter,1
Discrete time-series data,12# Tuyere diameter,1
Discrete time-series data,13# Tuyere diameter,1
Discrete time-series data,14# Tuyere diameter,1
Discrete time-series data,15# Tuyere diameter,1
Discrete time-series data,16# Tuyere diameter,1
Discrete time-series data,17# Tuyere diameter,1
Discrete time-series data,18# Tuyere diameter,1
Discrete time-series data,19# Tuyere diameter,1
Discrete time-series data,20# Tuyere diameter,1
Discrete time-series data,21# Tuyere diameter,1
Discrete time-series data,22# Tuyere diameter,1
Discrete time-series data,23# Tuyere diameter,1
Discrete time-series data,24# Tuyere diameter,1
Discrete time-series data,25# Tuyere diameter,1
Discrete time-series data,26# Tuyere diameter,1
Discrete time-series data,27# Tuyere diameter,1
Discrete time-series data,28# Tuyere diameter,1
Discrete time-series data,29# Tuyere diameter,1
Discrete time-series data,30# Tuyere diameter,1
Discrete time-series data,31# Tuyere diameter,1
Discrete time-series data,32# Tuyere diameter,1
Discrete time-series data,1# Tuyere length,1
Discrete time-series data,2# Tuyere length,1
Discrete time-series data,3# Tuyere length,1
Discrete time-series data,4# Tuyere length,1
Discrete time-series data,5# Tuyere length,1
Discrete time-series data,6# Tuyere length,1
Discrete time-series data,7# Tuyere length,1
Discrete time-series data,8# Tuyere length,1
Discrete time-series data,9# Tuyere length,1
Discrete time-series data,10# Tuyere length,1
Discrete time-series data,11# Tuyere length,1
Discrete time-series data,12# Tuyere length,1
Discrete time-series data,13# Tuyere length,1
Discrete time-series data,14# Tuyere length,1
Discrete time-series data,15# Tuyere length,1
Discrete time-series data,16# Tuyere length,1
Discrete time-series data,17# Tuyere length,1
Discrete time-series data,18# Tuyere length,1
Discrete time-series data,19# Tuyere length,1
Discrete time-series data,20# Tuyere length,1
Discrete time-series data,21# Tuyere length,1
Discrete time-series data,22# Tuyere length,1
Discrete time-series data,23# Tuyere length,1
Discrete time-series data,24# Tuyere length,1
Discrete time-series data,25# Tuyere length,1
Discrete time-series data,26# Tuyere length,1
Discrete time-series data,27# Tuyere length,1
Discrete time-series data,28# Tuyere length,1
Discrete time-series data,29# Tuyere length,1
Discrete time-series data,30# Tuyere length,1
Discrete time-series data,31# Tuyere length,1
Discrete time-series data,32# Tuyere length,1
Discrete time-series data,Service days of 1# tuyere,1
Discrete time-series data,Service days of 2# tuyere,1
Discrete time-series data,Service days of 3# tuyere,1
Discrete time-series data,Service days of 4# tuyere,1
Discrete time-series data,Service days of 5# tuyere,1
Discrete time-series data,Service days of 6# tuyere,1
Discrete time-series data,Service days of 7# tuyere,1
Discrete time-series data,Service days of 8# tuyere,1
Discrete time-series data,Service days of 9# tuyere,1
Discrete time-series data,Service days of 10# tuyere,1
Discrete time-series data,Service days of 11# tuyere,1
Discrete time-series data,Service days of 12# tuyere,1
Discrete time-series data,Service days of 13# tuyere,1
Discrete time-series data,Service days of 14# tuyere,1
Discrete time-series data,Service days of 15# tuyere,1
Discrete time-series data,Service days of 16# tuyere,1
Discrete time-series data,Service days of 17# tuyere,1
Discrete time-series data,Service days of 18# tuyere,1
Discrete time-series data,Service days of 19# tuyere,1
Discrete time-series data,Service days of 20# tuyere,1
Discrete time-series data,Service days of 21# tuyere,1
Discrete time-series data,Service days of 22# tuyere,1
Discrete time-series data,Service days of 23# tuyere,1
Discrete time-series data,Service days of 24# tuyere,1
Discrete time-series data,Service days of 25# tuyere,1
Discrete time-series data,Service days of 26# tuyere,1
Discrete time-series data,Service days of 27# tuyere,1
Discrete time-series data,Service days of 28# tuyere,1
Discrete time-series data,Service days of 29# tuyere,1
Discrete time-series data,Service days of 30# tuyere,1
Discrete time-series data,Service days of 31# tuyere,1
Discrete time-series data,Service days of 32# tuyere,1
Discrete time-series data,Theoretical yield of hot metal,1
Discrete time-series data,Daily inventory,1
Discrete time-series data,Daily deficiency amount of yield of hot metal,1
Discrete time-series data,Daily productivity coefficient of blast furnace,1
Constraint data,Setpoint value of dumping angle - Ore,1
Constraint data,Setpoint value of number of charging rounds - Ore,1
Constraint data,Setpoint value of charging proportion - Ore,1
Constraint data,Setpoint value of dumping angle - Coke,1
Constraint data,Setpoint value of number of charging rounds - Coke,1
Constraint data,Setpoint value of charging proportion - Coke,1
Continuous time-series data,Temperature of section 1 - 001(30°),1
Continuous time-series data,Temperature of section 1 - 002(75°),1
Continuous time-series data,Temperature of section 1 - 003(120°),1
Continuous time-series data,Temperature of section 1 - 004(150°),1
Continuous time-series data,Temperature of section 1 - 005(180°),1
Continuous time-series data,Temperature of section 1 - 006(210°),1
Continuous time-series data,Temperature of section 1 - 007(260°),1
Continuous time-series data,Temperature of section 1 - 008(290°),1
Continuous time-series data,Temperature of section 1 - 009(325°),1
Continuous time-series data,Temperature of section 1 - 010(345°),1
Continuous time-series data,Average temperature of section 1,1
Continuous time-series data,Temperature of section 2 - 011(30°),1
Continuous time-series data,Temperature of section 2 - 012(45°),1
Continuous time-series data,Temperature of section 2 - 013(60°),1
Continuous time-series data,Temperature of section 2 - 014(75°),1
Continuous time-series data,Temperature of section 2 - 015(105°),1
Continuous time-series data,Temperature of section 2 - 016(120°),1
Continuous time-series data,Temperature of section 2 - 017(135°),1
Continuous time-series data,Temperature of section 2 - 018(150°),1
Continuous time-series data,Temperature of section 2 - 019(180°),1
Continuous time-series data,Temperature of section 2 - 020(210°),1
Continuous time-series data,Temperature of section 2 - 021(225°),1
Continuous time-series data,Temperature of section 2 - 022(245°),1
Continuous time-series data,Temperature of section 2 - 023(260°),1
Continuous time-series data,Temperature of section 2 - 024(275°),1
Continuous time-series data,Temperature of section 2 - 025(290°),1
Continuous time-series data,Temperature of section 2 - 026(305°),1
Continuous time-series data,Temperature of section 2 - 027(325°),1
Continuous time-series data,Temperature of section 2 - 028(345°),1
Continuous time-series data,Average temperature of section 2,1
Continuous time-series data,Temperature of section 3 - 029(30°),1
Continuous time-series data,Temperature of section 3 - 030(75°),1
Continuous time-series data,Temperature of section 3 - 031(120°),1
Continuous time-series data,Temperature of section 3 - 032(150°),1
Continuous time-series data,Temperature of section 3 - 033(180°),1
Continuous time-series data,Temperature of section 3 - 034(210°),1
Continuous time-series data,Temperature of section 3 - 035(245°),1
Continuous time-series data,Temperature of section 3 - 036(290°),1
Continuous time-series data,Temperature of section 3 - 037(325°),1
Continuous time-series data,Temperature of section 3 - 038(345°),1
Continuous time-series data,Average temperature of section 3,1
Continuous time-series data,Temperature of section 6 - 039(30°),1
Continuous time-series data,Temperature of section 6 - 040(60°),1
Continuous time-series data,Temperature of section 6 - 041(105°),1
Continuous time-series data,Temperature of section 6 - 042(135°),1
Continuous time-series data,Temperature of section 6 - 043(180°),1
Continuous time-series data,Temperature of section 6 - 044(210°),1
Continuous time-series data,Temperature of section 6 - 045(245°),1
Continuous time-series data,Temperature of section 6 - 046(275°),1
Continuous time-series data,Temperature of section 6 - 047(325°),1
Continuous time-series data,Temperature of section 6 - 048(345°),1
Continuous time-series data,Average temperature of section 6,1
Continuous time-series data,Temperature of section 7 - 049(45°),1
Continuous time-series data,Temperature of section 7 - 050(75°),1
Continuous time-series data,Temperature of section 7 - 051(105°),1
Continuous time-series data,Temperature of section 7 - 052(150°),1
Continuous time-series data,Temperature of section 7 - 053(180°),1
Continuous time-series data,Temperature of section 7 - 054(210°),1
Continuous time-series data,Temperature of section 7 - 055(245°),1
Continuous time-series data,Temperature of section 7 - 056(290°),1
Continuous time-series data,Temperature of section 7 - 057(325°),1
Continuous time-series data,Temperature of section 7 - 058(345°),1
Continuous time-series data,Average temperature of section 7,1
Continuous time-series data,Temperature of section 8 - 059(30°),1
Continuous time-series data,Temperature of section 8 - 060(60°),1
Continuous time-series data,Temperature of section 8 - 061(105°),1
Continuous time-series data,Temperature of section 8 - 062(135°),1
Continuous time-series data,Temperature of section 8 - 063(180°),1
Continuous time-series data,Temperature of section 8 - 064(225°),1
Continuous time-series data,Temperature of section 8 - 065(245°),1
Continuous time-series data,Temperature of section 8 - 066(275°),1
Continuous time-series data,Temperature of section 8 - 067(325°),1
Continuous time-series data,Temperature of section 8 - 068(345°),1
Continuous time-series data,Average temperature of section 8,1
Continuous time-series data,Temperature of section 9 - 069(45°),1
Continuous time-series data,Temperature of section 9 - 070(75°),1
Continuous time-series data,Temperature of section 9 - 071(105°),1
Continuous time-series data,Temperature of section 9 - 072(150°),1
Continuous time-series data,Temperature of section 9 - 073(180°),1
Continuous time-series data,Temperature of section 9 - 074(210°),1
Continuous time-series data,Temperature of section 9 - 075(245°),1
Continuous time-series data,Temperature of section 9 - 076(290°),1
Continuous time-series data,Temperature of section 9 - 077(325°),1
Continuous time-series data,Temperature of section 9 - 078(345°),1
Continuous time-series data,Average temperature of section 9,1
Continuous time-series data,Temperature of section 10 - 079(30°),1
Continuous time-series data,Temperature of section 10 - 080(60°),1
Continuous time-series data,Temperature of section 10 - 081(105°),1
Continuous time-series data,Temperature of section 10 - 082(135°),1
Continuous time-series data,Temperature of section 10 - 083(180°),1
Continuous time-series data,Temperature of section 10 - 084(210°),1
Continuous time-series data,Temperature of section 10 - 085(245°),1
Continuous time-series data,Temperature of section 10 - 086(275°),1
Continuous time-series data,Temperature of section 10 - 087(325°),1
Continuous time-series data,Temperature of section 10 - 088(345°),1
Continuous time-series data,Average temperature of section 10,1
Continuous time-series data,Temperature of section 11 - 089(45°),1
Continuous time-series data,Temperature of section 11 - 090(75°),1
Continuous time-series data,Temperature of section 11 - 091(105°),1
Continuous time-series data,Temperature of section 11 - 092(150°),1
Continuous time-series data,Temperature of section 11 - 093(180°),1
Continuous time-series data,Temperature of section 11 - 094(210°),1
Continuous time-series data,Temperature of section 11 - 095(245°),1
Continuous time-series data,Temperature of section 11 - 096(290°),1
Continuous time-series data,Temperature of section 11 - 097(325°),1
Continuous time-series data,Temperature of section 11 - 098(345°),1
Continuous time-series data,Average temperature of section 11,1
Continuous time-series data,Temperature of section 12 - 099(45°),1
Continuous time-series data,Temperature of section 12 - 100(75°),1
Continuous time-series data,Temperature of section 12 - 101(105°),1
Continuous time-series data,Temperature of section 12 - 102(135°),1
Continuous time-series data,Temperature of section 12 - 103(180°),1
Continuous time-series data,Temperature of section 12 - 104(210°),1
Continuous time-series data,Temperature of section 12 - 105(245°),1
Continuous time-series data,Temperature of section 12 - 106(275°),1
Continuous time-series data,Temperature of section 12 - 107(325°),1
Continuous time-series data,Temperature of section 12 - 108(345°),1
Continuous time-series data,Average temperature of section 12,1
Continuous time-series data,Temperature of section 13 - 109(45°),1
Continuous time-series data,Temperature of section 13 - 110(75°),1
Continuous time-series data,Temperature of section 13 - 111(105°),1
Continuous time-series data,Temperature of section 13 - 112(150°),1
Continuous time-series data,Temperature of section 13 - 113(180°),1
Continuous time-series data,Temperature of section 13 - 114(210°),1
Continuous time-series data,Temperature of section 13 - 115(245°),1
Continuous time-series data,Temperature of section 13 - 116(290°),1
Continuous time-series data,Temperature of section 13 - 117(325°),1
